invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,total_price,profit_margin,
245,WALM070,Hurst,Home and lifestyle,93.87,8,2/2/2019,18:42:00,Credit card,8.3,750.96,0.33,
246,WALM021,McAllen,Home and lifestyle,47.59,8,1/1/2019,14:47:00,Cash,5.7,380.72,0.48,
247,WALM044,Pharr,Electronic accessories,81.4,3,2/9/2019,19:43:00,Cash,4.8,244.2,0.48,
248,WALM055,Waxahachie,Fashion accessories,17.94,5,1/23/2019,14:04:00,Ewallet,6.8,89.7,0.33,
249,WALM019,Pasadena,Electronic accessories,77.72,4,1/7/2019,16:11:00,Credit card,8.8,310.88,0.48,
250,WALM026,Denton,Food and beverages,73.06,7,1/14/2019,19:06:00,Credit card,4.2,511.42,0.48,
251,WALM033,Pearland,Food and beverages,46.55,9,2/2/2019,15:34:00,Ewallet,6.4,418.95,0.48,
252,WALM078,Del Rio,Fashion accessories,35.19,10,3/17/2019,19:06:00,Credit card,8.4,351.9,0.33,
253,WALM066,Grapevine,Sports and travel,14.39,2,3/2/2019,19:44:00,Credit card,7.2,28.78,0.33,
254,WALM011,Lubbock,Home and lifestyle,23.75,4,3/16/2019,11:22:00,Cash,5.2,95,0.48,
255,WALM016,Brownsville,Home and lifestyle,58.9,8,1/6/2019,11:23:00,Cash,8.9,471.2,0.48,
256,WALM048,Harlingen,Fashion accessories,32.62,4,1/29/2019,14:12:00,Cash,9,130.48,0.48,
257,WALM067,Haltom City,Electronic accessories,66.35,1,1/31/2019,10:46:00,Credit card,9.7,66.35,0.33,
258,WALM049,North Richland Hills,Home and lifestyle,25.91,6,2/5/2019,10:16:00,Ewallet,8.7,155.46,0.48,
259,WALM029,Round Rock,Electronic accessories,32.25,4,2/13/2019,12:38:00,Ewallet,6.5,129,0.48,
260,WALM100,Canyon,Electronic accessories,65.94,4,2/7/2019,13:05:00,Credit card,6.9,263.76,0.18,
261,WALM074,Weslaco,Electronic accessories,75.06,9,3/19/2019,13:25:00,Cash,6.2,675.54,0.33,
262,WALM019,Pasadena,Fashion accessories,16.45,4,3/7/2019,14:53:00,Ewallet,5.6,65.8,0.48,
263,WALM022,Mesquite,Fashion accessories,38.3,4,3/13/2019,19:22:00,Cash,5.7,153.2,0.48,
264,WALM099,Weatherford,Sports and travel,22.24,10,2/9/2019,11:00:00,Cash,4.2,222.4,0.18,
265,WALM095,Big Spring,Sports and travel,54.45,1,2/26/2019,19:24:00,Ewallet,7.9,54.45,0.33,
266,WALM075,San Marcos,Sports and travel,98.4,7,3/12/2019,12:43:00,Credit card,8.7,688.8,0.33,
267,WALM072,Lancaster,Home and lifestyle,35.47,4,3/14/2019,17:22:00,Credit card,6.9,141.88,0.33,
268,WALM081,Friendswood,Food and beverages,74.6,10,1/8/2019,20:55:00,Cash,9.5,746,0.33,
269,WALM001,Houston,Home and lifestyle,70.74,4,1/5/2019,16:05:00,Credit card,4.4,282.96,0.36,
270,WALM001,Houston,Home and lifestyle,35.54,10,1/4/2019,13:34:00,Ewallet,7,355.4,0.36,
271,WALM069,Rockwall,Sports and travel,67.43,5,3/6/2019,18:13:00,Ewallet,6.3,337.15,0.33,
272,WALM027,Abilene,Health and beauty,21.12,2,1/3/2019,19:17:00,Cash,9.7,42.24,0.48,
273,WALM094,Alamo,Home and lifestyle,21.54,9,1/7/2019,11:44:00,Credit card,8.8,193.86,0.33,
274,WALM025,Waco,Home and lifestyle,12.03,2,1/27/2019,15:51:00,Cash,5.1,24.06,0.48,
275,WALM042,Bryan,Health and beauty,99.71,6,2/26/2019,16:52:00,Ewallet,7.9,598.26,0.48,
276,WALM056,Rowlett,Fashion accessories,47.97,7,1/7/2019,20:52:00,Cash,6.2,335.79,0.33,
277,WALM027,Abilene,Home and lifestyle,21.82,10,1/7/2019,17:36:00,Cash,7.1,218.2,0.48,
278,WALM046,Temple,Fashion accessories,95.42,4,2/2/2019,13:23:00,Ewallet,6.4,381.68,0.48,
279,WALM091,Little Elm,Fashion accessories,70.99,10,3/20/2019,16:28:00,Cash,5.7,709.9,0.33,
280,WALM051,New Braunfels,Sports and travel,44.02,10,3/20/2019,19:57:00,Credit card,9.6,440.2,0.48,
281,WALM073,Seguin,Home and lifestyle,69.96,8,2/15/2019,17:01:00,Credit card,6.4,559.68,0.33,
282,WALM036,Allen,Home and lifestyle,37,1,3/6/2019,13:29:00,Credit card,7.9,37,0.48,
283,WALM097,Alice,Sports and travel,15.34,1,1/6/2019,11:09:00,Cash,6.5,15.34,0.18,
284,WALM030,Richardson,Health and beauty,99.83,6,3/4/2019,15:02:00,Ewallet,8.5,598.98,0.48,
285,WALM079,La Porte,Health and beauty,47.67,4,3/12/2019,14:21:00,Cash,9.1,190.68,0.33,
286,WALM052,Mansfield,Health and beauty,66.68,5,2/20/2019,18:01:00,Cash,7.6,333.4,0.57,
287,WALM010,Laredo,Home and lifestyle,74.86,1,3/24/2019,14:49:00,Cash,6.9,74.86,0.48,
288,WALM079,La Porte,Sports and travel,23.75,9,1/31/2019,12:02:00,Cash,9.5,213.75,0.33,
289,WALM094,Alamo,Food and beverages,48.51,7,1/25/2019,13:30:00,Credit card,5.2,339.57,0.33,
290,WALM074,Weslaco,Home and lifestyle,94.88,7,2/3/2019,14:38:00,Cash,4.2,664.16,0.33,
291,WALM017,McKinney,Electronic accessories,40.3,10,1/24/2019,17:37:00,Credit card,7,403,0.48,
292,WALM040,Edinburg,Electronic accessories,27.85,7,3/14/2019,17:20:00,Ewallet,6,194.95,0.48,
293,WALM007,Arlington,Electronic accessories,62.48,1,2/18/2019,20:29:00,Cash,4.7,62.48,0.48,
294,WALM015,Grand Prairie,Food and beverages,36.36,2,1/21/2019,10:00:00,Cash,7.1,72.72,0.48,
295,WALM023,Midland,Health and beauty,18.11,10,3/13/2019,11:46:00,Ewallet,5.9,181.1,0.48,
296,WALM014,Amarillo,Electronic accessories,51.92,5,3/3/2019,13:42:00,Cash,7.5,259.6,0.48,
297,WALM036,Allen,Electronic accessories,28.84,4,3/29/2019,14:44:00,Cash,6.4,115.36,0.48,
298,WALM085,Kerrville,Home and lifestyle,78.38,6,1/10/2019,14:16:00,Ewallet,5.8,470.28,0.33,
299,WALM095,Big Spring,Home and lifestyle,60.01,4,1/25/2019,15:54:00,Cash,4.5,240.04,0.33,
300,WALM017,McKinney,Home and lifestyle,88.61,1,1/19/2019,10:21:00,Cash,7.7,88.61,0.48,
301,WALM100,Canyon,Fashion accessories,99.82,2,1/2/2019,18:09:00,Credit card,6.7,199.64,0.18,
302,WALM048,Harlingen,Health and beauty,39.01,1,3/12/2019,16:46:00,Credit card,4.7,39.01,0.48,
303,WALM031,Lewisville,Food and beverages,48.61,1,2/25/2019,15:31:00,Cash,4.4,48.61,0.48,
304,WALM026,Denton,Electronic accessories,51.19,4,3/18/2019,17:15:00,Credit card,4.7,204.76,0.48,
305,WALM045,Missouri City,Electronic accessories,14.96,8,2/23/2019,12:29:00,Credit card,8.6,119.68,0.48,
306,WALM053,Conroe,Electronic accessories,72.2,7,3/26/2019,20:14:00,Ewallet,4.3,505.4,0.21,
307,WALM088,Cleburne,Sports and travel,40.23,7,3/30/2019,13:22:00,Cash,9.6,281.61,0.33,
308,WALM066,Grapevine,Home and lifestyle,88.79,8,2/17/2019,17:09:00,Cash,4.1,710.32,0.33,
309,WALM033,Pearland,Electronic accessories,26.48,3,3/21/2019,10:40:00,Ewallet,4.7,79.44,0.48,
310,WALM012,Garland,Fashion accessories,81.91,2,3/5/2019,17:43:00,Cash,7.8,163.82,0.48,
311,WALM036,Allen,Sports and travel,79.93,6,1/31/2019,14:04:00,Cash,5.5,479.58,0.48,
312,WALM076,Huntsville,Fashion accessories,69.33,2,2/5/2019,19:05:00,Ewallet,9.7,138.66,0.33,
313,WALM012,Garland,Food and beverages,14.23,5,2/1/2019,10:08:00,Credit card,4.4,71.15,0.48,
314,WALM026,Denton,Health and beauty,15.55,9,3/7/2019,13:12:00,Cash,5,139.95,0.48,
315,WALM075,San Marcos,Electronic accessories,78.13,10,2/10/2019,20:51:00,Cash,4.4,781.3,0.33,
316,WALM030,Richardson,Food and beverages,99.37,2,2/14/2019,17:29:00,Cash,5.2,198.74,0.48,
317,WALM012,Garland,Food and beverages,21.08,3,2/9/2019,10:25:00,Cash,7.3,63.24,0.48,
318,WALM091,Little Elm,Electronic accessories,74.79,5,1/10/2019,11:34:00,Cash,4.9,373.95,0.33,
319,WALM048,Harlingen,Health and beauty,29.67,7,3/11/2019,18:58:00,Credit card,8.1,207.69,0.48,
320,WALM059,Pflugerville,Health and beauty,44.07,4,2/18/2019,16:28:00,Ewallet,8.4,176.28,0.33,
321,WALM065,Texas City,Food and beverages,22.93,9,2/26/2019,20:26:00,Cash,5.5,206.37,0.33,
322,WALM016,Brownsville,Health and beauty,39.42,1,1/18/2019,15:08:00,Cash,8.4,39.42,0.48,
323,WALM037,League City,Health and beauty,15.26,6,2/15/2019,18:03:00,Ewallet,9.8,91.56,0.48,
324,WALM010,Laredo,Fashion accessories,61.77,5,3/8/2019,13:21:00,Cash,6.7,308.85,0.48,
325,WALM086,Rosenberg,Home and lifestyle,21.52,6,1/17/2019,12:48:00,Credit card,9.4,129.12,0.33,
326,WALM088,Cleburne,Sports and travel,97.74,4,3/12/2019,19:53:00,Ewallet,6.4,390.96,0.33,
327,WALM069,Rockwall,Food and beverages,99.78,5,3/9/2019,19:09:00,Cash,5.4,498.9,0.33,
328,WALM057,Euless,Food and beverages,94.26,4,3/12/2019,16:30:00,Cash,8.6,377.04,0.33,
329,WALM052,Mansfield,Health and beauty,51.13,4,1/25/2019,10:11:00,Credit card,4,204.52,0.57,
330,WALM063,Georgetown,Electronic accessories,36.36,4,3/25/2019,13:07:00,Cash,7.6,145.44,0.33,
331,WALM071,Lufkin,Home and lifestyle,22.02,9,2/7/2019,18:48:00,Cash,6.8,198.18,0.33,
332,WALM076,Huntsville,Food and beverages,32.9,3,2/17/2019,17:27:00,Credit card,9.1,98.7,0.33,
333,WALM070,Hurst,Fashion accessories,77.02,5,2/3/2019,15:59:00,Cash,5.5,385.1,0.33,
334,WALM034,College Station,Food and beverages,23.48,2,3/14/2019,11:21:00,Credit card,7.9,46.96,0.48,
335,WALM089,Southlake,Sports and travel,14.7,5,3/24/2019,13:48:00,Ewallet,8.5,73.5,0.33,
336,WALM032,Tyler,Electronic accessories,28.45,5,3/21/2019,10:17:00,Credit card,9.1,142.25,0.48,
337,WALM024,Carrollton,Fashion accessories,76.4,9,3/19/2019,15:49:00,Ewallet,7.5,687.6,0.48,
338,WALM100,Canyon,Sports and travel,57.95,6,2/24/2019,13:02:00,Cash,5.2,347.7,0.18,
339,WALM016,Brownsville,Electronic accessories,47.65,3,3/28/2019,12:58:00,Credit card,9.5,142.95,0.48,
340,WALM051,New Braunfels,Food and beverages,42.82,9,2/5/2019,15:26:00,Credit card,8.9,385.38,0.48,
341,WALM014,Amarillo,Electronic accessories,48.09,3,2/10/2019,18:23:00,Credit card,7.8,144.27,0.48,
342,WALM030,Richardson,Health and beauty,55.97,7,3/5/2019,19:06:00,Ewallet,8.9,391.79,0.48,
343,WALM037,League City,Health and beauty,76.9,7,2/15/2019,20:21:00,Cash,7.7,538.3,0.48,
344,WALM045,Missouri City,Food and beverages,97.03,5,1/30/2019,16:24:00,Credit card,9.3,485.15,0.48,
345,WALM007,Arlington,Sports and travel,44.65,3,2/14/2019,15:04:00,Cash,6.2,133.95,0.48,
346,WALM057,Euless,Fashion accessories,77.93,9,2/27/2019,16:10:00,Ewallet,7.6,701.37,0.33,
347,WALM096,Eagle Pass,Electronic accessories,71.95,1,2/4/2019,12:14:00,Cash,7.3,71.95,0.18,
348,WALM066,Grapevine,Home and lifestyle,89.25,8,1/20/2019,10:13:00,Cash,4.7,714,0.33,
349,WALM095,Big Spring,Electronic accessories,26.02,7,3/28/2019,17:38:00,Cash,5.1,182.14,0.33,
350,WALM087,Waxahachie,Health and beauty,13.5,10,2/27/2019,11:06:00,Credit card,4.8,135,0.33,
351,WALM017,McKinney,Fashion accessories,99.3,10,2/15/2019,14:53:00,Credit card,6.6,993,0.48,
352,WALM029,Round Rock,Electronic accessories,51.69,7,1/26/2019,18:22:00,Cash,5.5,361.83,0.48,
353,WALM098,Mineral Wells,Fashion accessories,54.73,7,3/14/2019,19:02:00,Credit card,8.5,383.11,0.18,
354,WALM019,Pasadena,Home and lifestyle,27,9,3/2/2019,14:16:00,Cash,4.8,243,0.48,
355,WALM082,Weslaco,Electronic accessories,30.24,1,3/4/2019,15:44:00,Cash,8.4,30.24,0.33,
356,WALM090,Brownwood,Food and beverages,89.14,4,1/7/2019,12:20:00,Credit card,7.8,356.56,0.33,
357,WALM028,Odessa,Fashion accessories,37.55,10,3/8/2019,20:01:00,Credit card,9.3,375.5,0.48,
358,WALM017,McKinney,Sports and travel,95.44,10,1/9/2019,13:45:00,Cash,5.2,954.4,0.48,
359,WALM070,Hurst,Electronic accessories,27.5,3,3/1/2019,15:40:00,Ewallet,6.5,82.5,0.33,
360,WALM081,Friendswood,Sports and travel,74.97,1,3/16/2019,16:58:00,Cash,5.6,74.97,0.33,
361,WALM010,Laredo,Food and beverages,80.96,8,2/17/2019,11:12:00,Credit card,7.4,647.68,0.48,
362,WALM070,Hurst,Food and beverages,94.47,8,2/27/2019,15:12:00,Cash,9.1,755.76,0.33,
363,WALM002,Dallas,Food and beverages,99.79,2,3/7/2019,20:37:00,Ewallet,8,199.58,0.36,
364,WALM089,Southlake,Home and lifestyle,73.22,6,1/21/2019,17:44:00,Cash,7.2,439.32,0.33,
365,WALM037,League City,Food and beverages,41.24,4,2/19/2019,16:23:00,Cash,7.1,164.96,0.48,
366,WALM079,La Porte,Fashion accessories,81.68,4,1/6/2019,12:12:00,Cash,9.1,326.72,0.33,
367,WALM072,Lancaster,Electronic accessories,51.32,9,3/14/2019,19:33:00,Cash,5.6,461.88,0.33,
368,WALM048,Harlingen,Home and lifestyle,65.94,4,3/24/2019,10:29:00,Cash,6,263.76,0.48,
369,WALM026,Denton,Sports and travel,14.36,10,1/27/2019,14:28:00,Cash,5.4,143.6,0.48,
370,WALM018,Frisco,Electronic accessories,21.5,9,3/6/2019,12:46:00,Credit card,7.8,193.5,0.48,
371,WALM005,Fort Worth,Electronic accessories,26.26,7,2/2/2019,19:40:00,Cash,9.9,183.82,0.48,
372,WALM071,Lufkin,Fashion accessories,60.96,2,1/25/2019,19:39:00,Credit card,4.9,121.92,0.33,
373,WALM086,Rosenberg,Home and lifestyle,70.11,6,3/14/2019,17:54:00,Ewallet,5.2,420.66,0.33,
374,WALM014,Amarillo,Fashion accessories,42.08,6,1/29/2019,12:25:00,Cash,8.9,252.48,0.48,
375,WALM020,Killeen,Home and lifestyle,67.09,5,1/3/2019,16:47:00,Credit card,9.1,335.45,0.48,
376,WALM009,Plano,Fashion accessories,96.7,5,1/14/2019,12:52:00,Ewallet,7,483.5,0.48,
377,WALM096,Eagle Pass,Home and lifestyle,35.38,9,1/5/2019,19:50:00,Credit card,9.6,318.42,0.33,
378,WALM037,League City,Sports and travel,95.49,7,2/22/2019,18:17:00,Ewallet,8.7,668.43,0.48,
379,WALM009,Plano,Fashion accessories,96.98,4,2/6/2019,17:20:00,Ewallet,9.4,387.92,0.48,
380,WALM045,Missouri City,Electronic accessories,23.65,4,1/30/2019,13:32:00,Credit card,4,94.6,0.48,
381,WALM047,Flower Mound,Sports and travel,82.33,4,1/11/2019,10:37:00,Credit card,7.5,329.32,0.48,
382,WALM008,Corpus Christi,Electronic accessories,26.61,2,3/19/2019,14:35:00,Cash,4.2,53.22,0.48,
383,WALM061,Cedar Park,Food and beverages,99.69,5,1/14/2019,12:09:00,Cash,9.9,498.45,0.33,
384,WALM091,Little Elm,Food and beverages,74.89,4,3/1/2019,15:32:00,Ewallet,4.2,299.56,0.33,
385,WALM039,Longview,Food and beverages,40.94,5,1/6/2019,13:58:00,Ewallet,9.9,204.7,0.48,
386,WALM084,Schertz,Sports and travel,75.82,1,1/31/2019,13:19:00,Cash,5.8,75.82,0.33,
387,WALM006,El Paso,Food and beverages,46.77,6,3/11/2019,13:37:00,Cash,6,280.62,0.48,
388,WALM034,College Station,Health and beauty,32.32,10,2/20/2019,16:49:00,Credit card,10,323.2,0.48,
389,WALM074,Weslaco,Fashion accessories,54.07,9,1/27/2019,14:55:00,Cash,9.5,486.63,0.33,
390,WALM066,Grapevine,Food and beverages,18.22,7,3/10/2019,14:04:00,Credit card,6.6,127.54,0.33,
391,WALM021,McAllen,Fashion accessories,80.48,3,2/15/2019,12:31:00,Cash,8.1,241.44,0.48,
392,WALM002,Dallas,Fashion accessories,37.95,10,1/26/2019,14:51:00,Cash,9.7,379.5,0.36,
393,WALM020,Killeen,Electronic accessories,76.82,1,2/13/2019,18:27:00,Ewallet,7.2,76.82,0.48,
394,WALM099,Weatherford,Sports and travel,52.26,10,3/9/2019,12:45:00,Credit card,6.2,522.6,0.18,
395,WALM045,Missouri City,Health and beauty,79.74,1,3/6/2019,10:36:00,Credit card,7.3,79.74,0.48,
396,WALM062,Galveston,Health and beauty,77.5,5,1/24/2019,20:36:00,Ewallet,4.3,387.5,0.33,
397,WALM075,San Marcos,Food and beverages,54.27,5,3/13/2019,14:16:00,Ewallet,4.6,271.35,0.33,
398,WALM092,Lake Jackson,Home and lifestyle,13.59,9,3/15/2019,10:26:00,Cash,5.8,122.31,0.33,
399,WALM017,McKinney,Health and beauty,41.06,6,3/5/2019,13:30:00,Credit card,8.3,246.36,0.48,
400,WALM016,Brownsville,Electronic accessories,19.24,9,3/4/2019,16:28:00,Cash,8,173.16,0.48,
401,WALM081,Friendswood,Food and beverages,39.43,6,3/25/2019,20:18:00,Credit card,9.4,236.58,0.33,
402,WALM084,Schertz,Home and lifestyle,46.22,4,3/12/2019,20:04:00,Credit card,6.2,184.88,0.33,
403,WALM030,Richardson,Home and lifestyle,13.98,1,2/4/2019,13:38:00,Ewallet,9.8,13.98,0.48,
404,WALM010,Laredo,Fashion accessories,39.75,5,2/22/2019,10:43:00,Ewallet,9.6,198.75,0.48,
405,WALM027,Abilene,Fashion accessories,97.79,7,2/16/2019,17:30:00,Ewallet,4.9,684.53,0.48,
406,WALM095,Big Spring,Sports and travel,67.26,4,1/19/2019,15:28:00,Credit card,8,269.04,0.33,
407,WALM009,Plano,Food and beverages,13.79,5,1/11/2019,19:07:00,Credit card,7.8,68.95,0.48,
408,WALM051,New Braunfels,Fashion accessories,68.71,4,1/4/2019,19:01:00,Cash,4.1,274.84,0.48,
409,WALM004,Austin,Home and lifestyle,56.53,4,3/4/2019,19:48:00,Ewallet,5.5,226.12,0.48,
410,WALM047,Flower Mound,Fashion accessories,23.82,5,1/28/2019,19:24:00,Ewallet,5.4,119.1,0.48,
411,WALM011,Lubbock,Health and beauty,34.21,10,1/2/2019,13:00:00,Cash,5.1,342.1,0.48,
412,WALM094,Alamo,Sports and travel,21.87,2,1/25/2019,14:29:00,Ewallet,6.9,43.74,0.33,
413,WALM005,Fort Worth,Health and beauty,20.97,5,1/4/2019,13:21:00,Cash,7.8,104.85,0.48,
414,WALM061,Cedar Park,Sports and travel,25.84,3,3/10/2019,18:55:00,Ewallet,6.6,77.52,0.33,
415,WALM074,Weslaco,Home and lifestyle,50.93,8,3/22/2019,19:36:00,Cash,9.2,407.44,0.33,
416,WALM025,Waco,Health and beauty,96.11,1,1/25/2019,16:28:00,Ewallet,7.8,96.11,0.48,
417,WALM035,San Angelo,Home and lifestyle,45.38,4,1/8/2019,13:48:00,Credit card,8.7,181.52,0.48,
418,WALM053,Conroe,Health and beauty,81.51,1,1/22/2019,10:57:00,Ewallet,9.2,81.51,0.57,
419,WALM062,Galveston,Health and beauty,57.22,2,1/12/2019,17:13:00,Ewallet,8.3,114.44,0.33,
420,WALM098,Mineral Wells,Electronic accessories,25.22,7,2/4/2019,10:23:00,Cash,8.2,176.54,0.18,
421,WALM055,Waxahachie,Food and beverages,38.6,3,3/28/2019,13:57:00,Ewallet,7.5,115.8,0.33,
422,WALM046,Temple,Electronic accessories,84.05,3,1/23/2019,13:29:00,Cash,9.8,252.15,0.48,
423,WALM022,Mesquite,Fashion accessories,97.21,10,2/8/2019,13:00:00,Credit card,8.7,972.1,0.48,
424,WALM032,Tyler,Fashion accessories,25.42,8,3/19/2019,19:42:00,Credit card,6.7,203.36,0.48,
425,WALM022,Mesquite,Fashion accessories,16.28,1,3/9/2019,15:36:00,Cash,5,16.28,0.48,
426,WALM048,Harlingen,Fashion accessories,40.61,9,1/2/2019,13:40:00,Cash,7,365.49,0.48,
427,WALM100,Canyon,Health and beauty,53.17,7,1/21/2019,18:01:00,Cash,8.9,372.19,0.18,
428,WALM039,Longview,Food and beverages,20.87,3,3/20/2019,13:53:00,Credit card,8,62.61,0.48,
429,WALM095,Big Spring,Sports and travel,67.27,5,2/27/2019,17:27:00,Cash,6.9,336.35,0.33,
430,WALM003,San Antonio,Home and lifestyle,90.65,10,3/8/2019,10:53:00,Ewallet,7.3,906.5,0.36,
431,WALM084,Schertz,Fashion accessories,69.08,2,1/31/2019,19:48:00,Credit card,6.9,138.16,0.33,
432,WALM010,Laredo,Food and beverages,43.27,2,3/8/2019,16:53:00,Ewallet,5.7,86.54,0.48,
433,WALM062,Galveston,Electronic accessories,23.46,6,1/13/2019,19:14:00,Ewallet,6.4,140.76,0.33,
434,WALM030,Richardson,Fashion accessories,95.54,7,3/9/2019,14:36:00,Credit card,9.6,668.78,0.48,
435,WALM075,San Marcos,Fashion accessories,47.44,1,2/22/2019,18:19:00,Credit card,6.8,47.44,0.33,
436,WALM044,Pharr,Sports and travel,99.24,9,3/19/2019,19:09:00,Ewallet,9,893.16,0.48,
437,WALM009,Plano,Sports and travel,82.93,4,1/20/2019,16:51:00,Ewallet,9.6,331.72,0.48,
438,WALM095,Big Spring,Home and lifestyle,33.99,6,3/8/2019,15:37:00,Credit card,7.7,203.94,0.33,
439,WALM090,Brownwood,Food and beverages,17.04,4,3/8/2019,20:15:00,Ewallet,7,68.16,0.33,
440,WALM037,League City,Electronic accessories,40.86,8,2/7/2019,14:38:00,Credit card,6.5,326.88,0.48,
441,WALM097,Alice,Food and beverages,17.44,5,1/15/2019,19:25:00,Cash,8.1,87.2,0.18,
442,WALM001,Houston,Sports and travel,88.43,8,3/22/2019,19:35:00,Credit card,4.3,707.44,0.36,
443,WALM029,Round Rock,Home and lifestyle,89.21,9,1/15/2019,15:42:00,Credit card,6.5,802.89,0.48,
444,WALM050,Victoria,Fashion accessories,12.78,1,1/8/2019,14:11:00,Ewallet,9.5,12.78,0.48,
445,WALM069,Rockwall,Sports and travel,19.1,7,1/15/2019,10:43:00,Cash,9.7,133.7,0.33,
446,WALM011,Lubbock,Health and beauty,19.15,1,1/28/2019,17:58:00,Credit card,9.5,19.15,0.48,
447,WALM027,Abilene,Food and beverages,27.66,10,2/14/2019,11:26:00,Credit card,8.9,276.6,0.48,
448,WALM028,Odessa,Fashion accessories,45.74,3,3/10/2019,17:38:00,Credit card,6.5,137.22,0.48,
449,WALM063,Georgetown,Health and beauty,27.07,1,1/12/2019,20:07:00,Credit card,5.3,27.07,0.33,
450,WALM077,Coppell,Sports and travel,39.12,1,3/26/2019,11:02:00,Credit card,9.6,39.12,0.33,
451,WALM099,Weatherford,Electronic accessories,74.71,6,1/1/2019,19:07:00,Cash,6.7,448.26,0.18,
452,WALM077,Coppell,Electronic accessories,22.01,6,1/2/2019,18:50:00,Cash,7.6,132.06,0.33,
453,WALM068,Burleson,Food and beverages,63.61,5,3/16/2019,12:43:00,Ewallet,4.8,318.05,0.33,
454,WALM069,Rockwall,Health and beauty,25,1,3/3/2019,15:09:00,Ewallet,5.5,25,0.33,
455,WALM028,Odessa,Electronic accessories,20.77,4,1/31/2019,13:47:00,Cash,4.7,83.08,0.48,
456,WALM010,Laredo,Fashion accessories,29.56,5,2/13/2019,16:59:00,Cash,6.9,147.8,0.48,
457,WALM080,Nacogdoches,Food and beverages,77.4,9,2/15/2019,14:15:00,Credit card,4.5,696.6,0.33,
458,WALM005,Fort Worth,Electronic accessories,79.39,10,2/7/2019,20:24:00,Cash,6.2,793.9,0.48,
459,WALM091,Little Elm,Electronic accessories,46.57,10,1/27/2019,13:58:00,Cash,7.6,465.7,0.33,
460,WALM074,Weslaco,Food and beverages,35.89,1,2/23/2019,16:52:00,Cash,7.9,35.89,0.33,
461,WALM064,Bedford,Food and beverages,40.52,5,2/3/2019,15:19:00,Cash,4.5,202.6,0.33,
462,WALM086,Rosenberg,Food and beverages,73.05,10,3/3/2019,12:25:00,Credit card,8.7,730.5,0.33,
463,WALM026,Denton,Sports and travel,73.95,4,2/3/2019,10:02:00,Cash,6.1,295.8,0.48,
464,WALM057,Euless,Food and beverages,22.62,1,3/17/2019,18:58:00,Cash,6.4,22.62,0.33,
465,WALM042,Bryan,Food and beverages,51.34,5,3/28/2019,15:31:00,Credit card,9.1,256.7,0.48,
466,WALM095,Big Spring,Sports and travel,54.55,10,3/2/2019,11:22:00,Credit card,7.1,545.5,0.33,
467,WALM094,Alamo,Health and beauty,37.15,7,2/8/2019,13:12:00,Credit card,7.7,260.05,0.33,
468,WALM047,Flower Mound,Sports and travel,37.02,6,3/22/2019,18:33:00,Cash,4.5,222.12,0.48,
469,WALM071,Lufkin,Food and beverages,21.58,1,2/9/2019,10:02:00,Ewallet,7.2,21.58,0.33,
470,WALM071,Lufkin,Electronic accessories,98.84,1,2/15/2019,11:21:00,Cash,8.4,98.84,0.33,
471,WALM016,Brownsville,Home and lifestyle,83.77,6,1/23/2019,12:10:00,Ewallet,5.4,502.62,0.48,
472,WALM093,Angleton,Sports and travel,40.05,4,1/25/2019,11:40:00,Cash,9.7,160.2,0.33,
473,WALM076,Huntsville,Fashion accessories,43.13,10,2/2/2019,18:31:00,Credit card,5.5,431.3,0.33,
474,WALM088,Cleburne,Health and beauty,72.57,8,3/30/2019,17:58:00,Cash,4.6,580.56,0.33,
475,WALM003,San Antonio,Electronic accessories,64.44,5,3/30/2019,17:04:00,Cash,6.6,322.2,0.48,
476,WALM010,Laredo,Health and beauty,65.18,3,2/25/2019,20:35:00,Credit card,6.3,195.54,0.48,
477,WALM059,Pflugerville,Sports and travel,33.26,5,3/18/2019,16:10:00,Credit card,4.2,166.3,0.33,
478,WALM020,Killeen,Electronic accessories,84.07,4,3/7/2019,16:54:00,Ewallet,4.4,336.28,0.48,
479,WALM059,Pflugerville,Sports and travel,34.37,10,3/16/2019,10:11:00,Ewallet,6.7,343.7,0.33,
480,WALM057,Euless,Electronic accessories,38.6,1,1/29/2019,11:26:00,Ewallet,6.7,38.6,0.33,
481,WALM078,Del Rio,Food and beverages,65.97,8,2/2/2019,20:29:00,Cash,8.4,527.76,0.33,
482,WALM066,Grapevine,Electronic accessories,32.8,10,2/15/2019,12:12:00,Cash,6.2,328,0.33,
483,WALM094,Alamo,Sports and travel,37.14,5,1/8/2019,13:05:00,Ewallet,5,185.7,0.33,
484,WALM080,Nacogdoches,Home and lifestyle,60.38,10,2/12/2019,16:19:00,Cash,6,603.8,0.33,
485,WALM003,San Antonio,Sports and travel,36.98,10,1/1/2019,19:48:00,Credit card,7,369.8,0.36,
486,WALM060,DeSoto,Sports and travel,49.49,4,3/21/2019,15:25:00,Ewallet,6.6,197.96,0.33,
487,WALM026,Denton,Fashion accessories,41.09,10,2/28/2019,14:42:00,Cash,7.3,410.9,0.48,
488,WALM080,Nacogdoches,Fashion accessories,37.15,4,3/23/2019,18:59:00,Ewallet,8.3,148.6,0.33,
489,WALM050,Victoria,Home and lifestyle,22.96,1,1/30/2019,20:47:00,Ewallet,4.3,22.96,0.48,
